address,lat,lon,offer_type,series,building_material,build_year,floor,total_floors,rooms,area_total,condition,usd_price,is_old
"Бишкек, Гагарина, Джал, ул. Курчатова 81",42.8469,74.5613,от агента,элитка,монолитный,2022.0,5.0,14.0,1,44.0,евроремонт,72000,0
"Бишкек, Советская - Скрябина, Абая/Ахунбаева",42.8467,74.6022,от агента,элитка,монолитный,2022.0,14.0,16.0,2,74.0,евроремонт,130000,0
"Бишкек, Джал-29 м-н, мкрн. Джал-29",42.8308,74.5645,от агента,элитка,монолитный,2020.0,5.0,10.0,2,43.0,евроремонт,82000,0
"Бишкек, Кок-Жар ж/м, 7 апреля 2/4а",42.8403,74.6374,от агента,элитка,кирпичный,2026.0,7.0,12.0,3,111.0,под самоотделку (псо),107670,0
"Бишкек, Джал 15 м-н, Ахунбаев",42.8449,74.5655,от агента,элитка,кирпичный,2025.0,9.0,14.0,3,88.0,под самоотделку (псо),96500,0
"Бишкек, Кок-Жар ж/м",42.8448,74.643,от агента,106 серия,панельный,1992.0,7.0,9.0,1,48.0,евроремонт,64000,1
"Бишкек, Кудайберген",42.8787,74.5235,от агента,104 серия,кирпичный,2022.0,3.0,4.0,2,43.0,евроремонт,65000,0
"Бишкек, Кок-Жар ж/м, Кок-Жар, ул.Куйручук 28",42.8465,74.6413,от собственника,элитка,кирпичный,2025.0,2.0,10.0,3,102.0,под самоотделку (псо),102000,0
"Бишкек, Московская - Уметалиева",42.8746,74.5815,от агента,элитка,кирпичный,2022.0,9.0,14.0,3,135.0,евроремонт,179000,0
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.819,74.6145,от агента,элитка,кирпичный,2019.0,13.0,14.0,3,152.0,хорошее,220000,0
"Бишкек, VEFA, Кулатова, 14",42.8591,74.6134,от агента,индивид. планировка,монолитный,2022.0,13.0,15.0,3,73.68,евроремонт,91200,0
"Бишкек, АЮ Grand, Чокана Валиханова, 18к",42.8544,74.678,от агента,индивид. планировка,кирпичный,2025.0,10.0,13.0,1,48.0,евроремонт,55000,0
"Бишкек, Московская - Уметалиева, Сыдыкова, 179",42.8752,74.5827,от агента,индивид. планировка,кирпичный,2006.0,5.0,8.0,3,146.4,евроремонт,178000,0
"Бишкек, Магистраль, Байтик Баатыра/Южная Магистраль",42.8224,74.611,от агента,элитка,монолитный,2022.0,2.0,8.0,3,100.0,евроремонт,170000,0
"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",42.8451,74.5654,от агента,элитка,монолитный,2025.0,6.0,14.0,3,88.0,под самоотделку (псо),92000,0
"Бишкек, Вечерка",42.8651,74.6146,от агента,106 серия,панельный,1992.0,7.0,9.0,3,61.0,хорошее,98000,1
"Бишкек, Церковь, Тоголок Молдо 31/2",42.8855,74.5992,от собственника,элитка,монолитный,2025.0,9.0,9.0,1,48.1,под самоотделку (псо),53500,0
"Бишкек, Сквер Тоголок Молдо, Коенкозова/Чуйкова",42.8656,74.5939,от агента,элитка,монолитный,2022.0,10.0,11.0,3,76.0,евроремонт,128000,0
"Бишкек, Магистраль, Асанбай, Сухэ-Батора",42.8189,74.6133,от агента,элитка,монолитный,2022.0,6.0,16.0,2,80.0,евроремонт,180000,0
"Бишкек, Магистраль, Арстанбека Дуйшеева, 6",42.8194,74.615,от агента,индивид. планировка,кирпичный,2024.0,10.0,12.0,4,101.4,евроремонт,180000,0
"Бишкек, Матросова, Суванбердиева 110",42.8485,74.6173,от агента,элитка,монолитный,2023.0,4.0,12.0,1,47.0,евроремонт,71000,0
"Бишкек, Старый аэропорт, Бакаева 132",42.8419,74.5772,от агента,элитка,монолитный,2023.0,9.0,10.0,3,84.0,евроремонт,135000,0
"Бишкек, Рабочий Городок, ул.Космическая 96",42.8526,74.5741,от агента,элитка,монолитный,2025.0,10.0,10.0,2,67.44,под самоотделку (псо),61000,0
"Бишкек, Рабочий Городок,  ул.Роза Люксембург 84",42.8537,74.5636,от агента,элитка,монолитный,2024.0,5.0,10.0,2,75.0,под самоотделку (псо),87000,0
"Бишкек, Джал-23 м-н (Нижний Джал)",42.8432,74.5677,от агента,105 серия,панельный,1992.0,7.0,9.0,1,35.0,евроремонт,62500,1
"Бишкек, Учкун м-н",42.8701,74.6951,от агента,105 серия,панельный,1992.0,1.0,5.0,1,40.0,хорошее,48900,1
"Бишкек, Нижний Токольдош,  ул. Кийизбаева/Передовая (мкрн. ""Восток-5"")",42.8705,74.6304,от агента,элитка,монолитный,2023.0,12.0,12.0,1,47.0,евроремонт,68500,0
"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",42.8171,74.6059,от собственника,элитка,монолитный,2022.0,2.0,14.0,2,58.0,евроремонт,129000,0
"Бишкек, 110 квартал ж/м",42.8869,74.5251,от собственника,104 серия,панельный,1992.0,2.0,4.0,3,60.0,хорошее,84000,1
"Бишкек, Джальская больница, Ахунбаева - Тыналиева",42.8454,74.5698,от агента,элитка,монолитный,2023.0,10.0,12.0,1,46.0,евроремонт,76000,0
"Бишкек, Ак Эмир рынок, Шопокова/Московская",42.8675,74.6161,от собственника,106 серия улучшенная,панельный,1986.0,8.0,9.0,3,82.0,хорошее,120000,1
"Бишкек, Кок-Жар ж/м",42.8441,74.6432,от агента,108 серия,панельный,1992.0,5.0,9.0,2,70.0,евроремонт,98000,1
"Бишкек, КНУ, Фрунзе/Уметалиева",42.8825,74.5813,от агента,элитка,монолитный,2017.0,13.0,14.0,1,45.0,евроремонт,80500,0
"Бишкек, Кок-Жар ж/м,  ул. 7 Апреля / Молдокулова",42.8353,74.6413,от агента,элитка,монолитный,2023.0,8.0,12.0,2,70.0,евроремонт,131000,0
"Бишкек, Лебединовка, Мичурина 121",42.8841,74.6807,от собственника,элитка,кирпичный,2025.0,4.0,9.0,3,82.0,под самоотделку (псо),74000,0
"Бишкек, ЦУМ",42.8729,74.6122,от агента,индивид. планировка,кирпичный,2022.0,9.0,9.0,3,82.0,хорошее,119000,0
"Бишкек, Тунгуч м-н, ул. Ахунбаева, 169/1",42.8528,74.6868,от агента,элитка,монолитный,2020.0,10.0,11.0,1,48.5,под самоотделку (псо),60000,0
"Бишкек, Джал-23 м-н (Нижний Джал)",42.8419,74.5667,от агента,элитка,кирпичный,2022.0,7.0,9.0,2,50.0,хорошее,76600,0
"Бишкек, Горького - Алма-Атинская,  ул.7-Апреля/ Горького (р/н ТРЦ «Технопарк»)",42.8581,74.6339,от агента,элитка,кирпичный,2025.0,12.0,16.0,2,78.0,под самоотделку (псо),81900,0
"Бишкек, Средний Джал м-н, Минжылкиева 37/Курчатова",42.8373,74.5647,от собственника,индивид. планировка,кирпичный,2013.0,13.0,13.0,2,60.0,евроремонт,78000,0
"Бишкек, Пишпек ж/м, Алыбаева 8/1",42.8628,74.5525,от собственника,элитка,монолитный,2025.0,14.0,14.0,3,65.0,под самоотделку (псо),74750,0
"Бишкек, 12 м-н",42.8158,74.6389,от агента,элитка,кирпичный,2021.0,9.0,12.0,3,126.0,евроремонт,136000,0
"Бишкек, Гагарина",42.8491,74.5498,от агента,элитка,кирпичный,2024.0,4.0,9.0,1,38.0,евроремонт,52000,0
"Бишкек, Кок-Жар м-н",42.8492,74.6314,от агента,105 серия улучшенная,панельный,2024.0,9.0,9.0,2,54.0,под самоотделку (псо),52000,0
"Бишкек, Баха, мкрн. Джал-15, Коперника 26/2",42.846,74.563,от агента,элитка,кирпичный,2022.0,5.0,9.0,2,70.0,евроремонт,108000,0
"Бишкек, Асанбай м-н",42.8221,74.6195,от агента,106 серия,панельный,1992.0,3.0,9.0,3,68.0,евроремонт,113000,1
"Бишкек, 6 м-н, Саякбая Каралаева, 64",42.8234,74.6321,от агента,индивид. планировка,кирпичный,2020.0,6.0,10.0,3,95.0,евроремонт,162000,0
"Бишкек, Лебединовка, Проспект Ленина",42.8827,74.676,от агента,элитка,монолитный,2026.0,6.0,10.0,1,34.0,евроремонт,53000,0
"Бишкек, Магистраль, пр. Ч. Айтматова 82/2",42.8277,74.586,от агента,элитка,монолитный,2021.0,8.0,14.0,1,45.0,евроремонт,84500,0
"Бишкек, 12 м-н",42.8127,74.6403,от агента,индивид. планировка,кирпичный,1991.0,6.0,9.0,2,75.5,хорошее,109000,1
"Бишкек, Ипподром, Термечикова",42.863,74.5549,от агента,элитка,кирпичный,2022.0,10.0,12.0,1,38.0,евроремонт,64000,0
"Бишкек, Средний Джал м-н",42.8382,74.5671,от агента,элитка,кирпичный,2022.0,8.0,12.0,3,90.0,евроремонт,135000,0
"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",42.8113,74.6221,от агента,элитка,монолитный,2023.0,2.0,10.0,2,72.0,евроремонт,102000,0
"Бишкек, Шлагбаум",42.8773,74.5606,от агента,элитка,монолитный,2023.0,9.0,12.0,2,73.0,под самоотделку (псо),67000,0
"Бишкек, Рабочий Городок",42.8585,74.5729,от собственника,106 серия,кирпичный,2022.0,1.0,9.0,3,1.0,евроремонт,103000,0
"Бишкек, Кок-Жар ж/м",42.8453,74.6411,от агента,индивид. планировка,кирпичный,2022.0,9.0,12.0,1,38.0,евроремонт,52500,0
"Бишкек, Ден Сяопина - Фучика, Дубосековский",42.8781,74.5342,от агента,106 серия,панельный,1992.0,5.0,5.0,1,39.0,евроремонт,55000,1
