address,lat,lon,building_material,build_year,floor,total_floors,rooms,area_total,usd_price,is_old,condition_unfinished,series_group
"Бишкек, Молодая Гвардия, Чокморова 225/К. Акиева",42.8698,74.5762,панельный,1987.0,2.0,9.0,3,63.0,109800,1,0,high
"Бишкек, Учкун м-н, учкун 9",42.8711,74.6931,панельный,1992.0,3.0,5.0,2,47.0,58000,1,0,mid
"Бишкек, 12 м-н",42.8145,74.6344,панельный,1992.0,5.0,9.0,4,82.0,110000,1,0,high
"Бишкек, Магистраль, Б. Баатыра/А. Токомбаева",42.8181,74.6031,монолитный,2025.0,9.0,13.0,1,41.0,60500,0,1,low
"Бишкек, Политех",42.8413,74.5854,кирпичный,2022.0,3.0,3.0,1,30.0,55000,0,0,high
"Бишкек, Магистраль, Южная Магистраль",42.8138,74.6248,монолитный,2018.0,4.0,10.0,1,40.0,58500,0,0,low
"Бишкек, Учкун ж/м, Сатыбалдиева 104",42.8687,74.6919,панельный,1993.0,2.0,2.0,1,39.0,41000,1,0,high
"Бишкек, Магистраль",42.8143,74.6089,кирпичный,2022.0,2.0,12.0,2,77.0,93000,0,1,low
"Бишкек, Лебединовка,  ул. Проспект победы 121",42.8839,74.6819,монолитный,2025.0,1.0,10.0,1,44.0,40000,0,1,low
"Бишкек, АЮ Grand, Тунгуч 6/1",42.8536,74.6836,кирпичный,2022.0,4.0,12.0,2,77.0,95000,0,0,low
"Бишкек, АЮ Grand,  ул.Анкар  1/19",42.8565,74.672,монолитный,2024.0,2.0,14.0,3,84.44,93000,0,1,low
"Бишкек, Матросова, Суванбердиева 110",42.8485,74.6173,монолитный,2023.0,9.0,12.0,2,58.0,95000,0,0,low
"Бишкек, с. Кок-Джар,  ул.Арашан 10",42.8171,74.649,монолитный,2025.0,2.0,12.0,1,50.0,51500,0,1,low
"Бишкек, Ошский рынок, Рыскулова 110/павлова",42.8796,74.5667,кирпичный,2025.0,10.0,12.0,2,58.3,69900,0,1,low
"Бишкек, 8 м-н",42.8326,74.6108,кирпичный,2022.0,3.0,5.0,1,35.0,60000,0,0,mid
"Бишкек, Магистраль, пр. Ч. Айтматова",42.8236,74.5858,панельный,2022.0,16.0,25.0,2,89.0,195800,0,1,low
"Бишкек, АЮ Grand,  ул.Анкар  1/19",42.8565,74.672,монолитный,2024.0,9.0,14.0,3,84.0,92100,0,1,low
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8567,74.6385,монолитный,2023.0,8.0,9.0,1,54.0,60500,0,1,low
"Бишкек, Гагарина, Тимура Фрунзе/Гагарина",42.8516,74.5347,монолитный,2023.0,5.0,10.0,1,32.0,49500,0,0,low
"Бишкек, Госрегистр, Л.Толстого и пр. Чынгыза Айтматова",42.8644,74.5878,монолитный,2025.0,11.0,13.0,2,69.0,94000,0,1,low
"Бишкек, Аламедин-1 м-н",42.8789,74.6794,панельный,1992.0,2.0,9.0,1,36.0,63500,1,0,high
"Бишкек, Арча-Бешик ж/м,  ул. Баха / Южная Магистраль",42.8291,74.5656,монолитный,2025.0,11.0,14.0,1,59.36,80136,0,1,low
"Бишкек, Кулатова- Матросова, Матросова, 1 к 1б",42.8627,74.6227,кирпичный,2023.0,4.0,14.0,3,97.8,154000,0,0,mid
"Бишкек, Горького - Панфилова, Каракульская 1",42.8614,74.5917,монолитный,2017.0,2.0,9.0,3,117.0,205000,0,0,low
"Бишкек, АЮ Grand,  ул. Анкара 1/31",42.8563,74.6886,монолитный,2024.0,14.0,14.0,1,42.0,49000,0,1,low
"Бишкек, Гагарина, Джал, ул. Курчатова 81",42.8469,74.5613,монолитный,2022.0,8.0,14.0,3,100.0,157000,0,0,low
"Бишкек, 10 м-н",42.8292,74.6048,панельный,1992.0,11.0,14.0,2,58.0,99000,1,0,low
"Бишкек, 4 м-н",42.8383,74.6248,панельный,1992.0,4.0,4.0,3,58.0,83000,1,0,high
"Бишкек, Ак-Орго ж/м, Таттыбубу Турсунбаева 2а",42.8451,74.5207,монолитный,2026.0,7.0,10.0,1,40.19,40190,0,1,low
"Бишкек, Лебединовка,  ул.Ленина(быв Салиева), пер. Чкалова",42.8826,74.6709,кирпичный,2023.0,10.0,10.0,3,93.0,85500,0,1,low
"Бишкек, АЮ Grand,  ул. Анкара 1/31",42.8563,74.6886,монолитный,2024.0,11.0,12.0,3,75.0,83500,0,1,low
"Бишкек, Джал 15 м-н,  ул.Поваринская, мкр. Джал",42.8454,74.5664,монолитный,2023.0,15.0,16.0,2,76.0,105000,0,0,low
"Бишкек, Джал-29 м-н",42.8319,74.5664,кирпичный,2022.0,7.0,14.0,1,40.0,67000,0,0,low
"Бишкек, Дворец спорта, Рыскулова 100",42.8792,74.5934,кирпичный,2024.0,13.0,17.0,2,66.12,100000,0,1,low
"Бишкек, АЮ Grand,  ул.Анкар  1/19",42.8565,74.672,монолитный,2024.0,4.0,14.0,2,65.16,75500,0,1,low
"Бишкек, Юг-2 м-н, Юг-2 микрорайон, 14",42.8592,74.6086,панельный,1990.0,1.0,9.0,2,52.0,78500,1,0,high
"Бишкек, Магистраль, Токомбаева, 15а",42.8169,74.6246,монолитный,2022.0,9.0,13.0,4,172.0,245000,0,0,mid
"Бишкек, АЮ Grand",42.8565,74.6788,кирпичный,2022.0,5.0,8.0,2,49.0,72000,0,0,low
"Бишкек, 10 м-н",42.8304,74.606,панельный,1972.0,4.0,4.0,3,58.0,87500,1,0,high
"Бишкек, Кок-Жар ж/м,  ул. 7 Апреля / Молдокулова",42.8353,74.6413,монолитный,2023.0,7.0,14.0,1,45.0,69900,0,0,low
"Бишкек, Магистраль, Магистраль/Сухэ Батора",42.8228,74.6154,кирпичный,2022.0,14.0,16.0,3,102.0,165000,0,0,low
"Бишкек, ЦУМ",42.875,74.6111,кирпичный,2022.0,4.0,9.0,4,146.0,249900,0,0,low
"Бишкек, Карпинка, Московская, 15",42.8691,74.6231,панельный,1972.0,5.0,5.0,2,48.0,84000,1,0,high
"Бишкек, Горького - Алма-Атинская,  ул.7-Апреля/ Горького (р/н ТРЦ «Технопарк»)",42.8581,74.6339,монолитный,2025.0,7.0,16.0,3,82.3,96291,0,1,low
"Бишкек, Джал 15 м-н,  ул.Поваринская, мкр. Джал",42.8469,74.5672,монолитный,2023.0,13.0,16.0,3,100.0,108000,0,1,low
"Бишкек, Советская - Скрябина, Абая/Ахунбаева",42.8467,74.6022,монолитный,2022.0,15.0,16.0,4,146.0,154760,0,1,low
"Бишкек, АЮ Grand,  ул.Анкар  1/19",42.8565,74.672,монолитный,2024.0,11.0,12.0,2,73.0,107000,0,0,low
"Бишкек, 7 м-н, Юнусалиева 173/2",42.8277,74.6213,монолитный,2015.0,2.0,10.0,2,88.0,139000,0,0,low
"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",42.8191,74.5857,монолитный,2023.0,10.0,14.0,4,126.0,201600,0,1,low
"Бишкек, Учкун ж/м",42.8699,74.694,кирпичный,2022.0,9.0,9.0,3,87.0,93000,0,0,mid
"Бишкек, КНУ, Абдымомунова 255",42.8805,74.5908,монолитный,2020.0,5.0,12.0,2,81.0,125550,0,1,low
"Бишкек, 7 м-н, Токомбаева, 53",42.8244,74.6157,кирпичный,2016.0,6.0,12.0,4,133.5,320000,0,0,mid
"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",42.8167,74.6245,монолитный,2023.0,10.0,18.0,3,137.0,212350,0,1,low
"Бишкек, Карпинка, Суюмбаева/Токтогула",42.8712,74.624,монолитный,2023.0,5.0,9.0,2,40.0,79000,0,0,low
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8169,74.6092,монолитный,2022.0,7.0,12.0,4,83.0,156000,0,0,low
"Бишкек, Ала-Арча 3, Байтик Баатыра",42.8108,74.5915,монолитный,2020.0,3.0,7.0,2,79.0,150100,0,1,low
"Бишкек, Золотой квадрат, Панфилова-Московская",42.8694,74.6002,монолитный,2024.0,9.0,11.0,2,74.0,125000,0,1,low
"Бишкек, Кызыл-Аскер ж/м",42.8652,74.5263,кирпичный,2022.0,5.0,5.0,1,41.0,36000,0,0,low
"Бишкек, Вечерка, Абдрахманова/Туголбай -Ата",42.8645,74.6118,монолитный,2019.0,4.0,12.0,1,68.0,107000,0,0,low
"Бишкек, Физкультурный, Суванбердиева 108",42.8482,74.6145,панельный,1992.0,4.0,9.0,1,39.0,66000,1,0,high
"Бишкек, ЖД вокзал, Раззакова/Боконбаева",42.8665,74.6039,кирпичный,2022.0,9.0,13.0,2,54.0,86000,0,1,low
"Бишкек, Джал-29 м-н, Тыналиева",42.8319,74.5677,монолитный,2020.0,6.0,12.0,4,140.0,230000,0,0,low
"Бишкек, Магистраль, А.Токомбаева 15б/А.Куттубаева",42.8157,74.6234,кирпичный,2026.0,13.0,14.0,2,60.64,59500,0,1,low
"Бишкек, КНУ, К. Акиева/Жумабека",42.8833,74.5786,монолитный,2020.0,10.0,12.0,2,74.0,116000,0,0,low
"Бишкек, 8 м-н, Айни Чапаева",42.8352,74.6144,кирпичный,2023.0,3.0,9.0,2,44.0,67000,0,0,mid
"Бишкек, Парк Ататюрк, Малдыбаева, 54б",42.8398,74.5989,монолитный,2017.0,10.0,10.0,4,127.0,174000,0,0,mid
"Бишкек, 12 м-н",42.8145,74.6374,панельный,1992.0,8.0,9.0,3,69.0,103500,1,0,high
"Бишкек, Московская - Уметалиева",42.8742,74.5813,кирпичный,2022.0,5.0,5.0,3,76.0,92500,0,0,mid
"Бишкек, Магистраль, Арстанбека Дуйшеева, 12",42.8197,74.6151,монолитный,2021.0,4.0,16.0,1,47.0,103000,0,0,mid
"Бишкек, Кызыл-Аскер ж/м, Кызыл-Аскер, ул. Абдраева 198",42.8722,74.5318,кирпичный,2023.0,1.0,7.0,1,40.0,51000,0,0,low
"Бишкек, 9 м-н",42.835,74.6055,панельный,1992.0,4.0,4.0,1,35.0,60500,1,0,high
"Бишкек, 1000 мелочей",42.8757,74.6215,кирпичный,1981.0,5.0,9.0,4,136.0,260000,1,0,mid
"Бишкек, АЮ Grand,  ул. Анкара 1/31",42.8563,74.6886,монолитный,2024.0,9.0,14.0,3,92.11,96716,0,1,low
"Бишкек, Магистраль, Магистраль/Сухэ Батора",42.8228,74.6152,монолитный,2022.0,9.0,16.0,3,101.0,152000,0,1,low
"Бишкек, Горького - Алма-Атинская, Горького",42.8568,74.6308,монолитный,2024.0,8.0,14.0,1,52.0,55000,0,1,low
"Бишкек, с. Кок-Джар, мкр. Кок Жар",42.8206,74.649,монолитный,2023.0,8.0,14.0,2,52.0,74000,0,0,low
"Бишкек, Магистраль, Байтик-Баатыра 46Б/3/А. Токомбаева",42.8194,74.6035,монолитный,2025.0,3.0,16.0,4,154.0,215000,0,1,low
"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",42.818,74.6088,монолитный,2024.0,2.0,15.0,1,46.0,54500,0,1,low
"Бишкек, Гагарина, Тимура Фрунзе/Гагарина",42.8535,74.5313,панельный,1982.0,5.0,5.0,3,79.7,85000,1,0,high
"Бишкек, Магистраль, Токомбаева 29",42.8226,74.6122,монолитный,2020.0,8.0,8.0,3,107.0,155150,0,1,low
"Бишкек, Кулатова- Матросова, Льва Толстого 6К/Матросова",42.8632,74.6203,монолитный,2025.0,15.0,15.0,2,77.0,80850,0,1,low
"Бишкек, 9 м-н",42.8372,74.6039,кирпичный,2022.0,5.0,5.0,3,139.0,152000,0,0,low
"Бишкек, Кок-Жар м-н",42.8515,74.6302,кирпичный,1998.0,7.0,7.0,4,125.0,195000,1,0,mid
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8161,74.6228,монолитный,2022.0,7.0,12.0,2,55.0,97000,0,0,low
"Бишкек, Джал-23 м-н (Нижний Джал)",42.8426,74.5668,панельный,1992.0,2.0,9.0,2,55.0,81000,1,0,high
"Бишкек, Кара-Жыгач ж/м 41",42.8593,74.654,кирпичный,2024.0,5.0,5.0,2,48.0,75000,0,0,low
"Бишкек, Вечерка, Усенбаева, 3",42.8643,74.6136,панельный,1989.0,7.0,9.0,1,44.0,69000,1,0,high
"Бишкек, Джальская больница",42.8437,74.5769,кирпичный,2022.0,9.0,10.0,3,87.0,140000,0,0,low
"Бишкек, Молодая Гвардия, Жоомарта Боконбаева 233/Калыка Акиева",42.8686,74.5766,монолитный,2014.0,4.0,12.0,1,63.0,99000,0,0,low
"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",42.8451,74.5654,монолитный,2023.0,9.0,14.0,1,42.0,67000,0,0,low
"Бишкек, Магистраль, Масалиева 97/1/Манаса",42.8301,74.5841,кирпичный,2010.0,9.0,10.0,5,195.0,240000,0,0,low
"Бишкек, Чокана Валиханова - Исакеева, Исакеева/Виноградная",42.8612,74.6673,монолитный,2022.0,10.0,10.0,2,52.0,85000,0,0,low
"Бишкек, 10 м-н, 10-й микрорайон, 2",42.8301,74.6066,панельный,1980.0,4.0,4.0,2,43.0,74000,1,0,high
"Бишкек, Магистраль, Малдыбаева 279",42.8248,74.5976,монолитный,2022.0,6.0,13.0,3,134.0,285000,0,0,low
"Бишкек, Вечерка, Абдрахманова/Туголбай -Ата",42.8647,74.6118,монолитный,2019.0,6.0,12.0,3,108.0,170000,0,0,low
"Бишкек, Восток-5 м-н",42.8733,74.6352,панельный,1992.0,4.0,5.0,3,62.0,84000,1,0,low
"Бишкек, Физкультурный, Суванбердиева, 110",42.8475,74.6138,монолитный,2023.0,6.0,12.0,1,41.0,69900,0,0,mid
"Бишкек, Пишпек ж/м, Льва Толстого 148/Криваносова",42.8641,74.5465,кирпичный,1999.0,5.0,6.0,3,84.0,87000,1,0,mid
"Бишкек, Горького - Алма-Атинская, Анкара 3/4",42.8564,74.6424,панельный,2025.0,7.0,10.0,1,53.0,59990,0,1,low
"Бишкек, Учкун м-н",42.8712,74.6934,панельный,1990.0,1.0,9.0,1,34.0,52500,1,0,high
"Бишкек, Шлагбаум",42.8753,74.5597,панельный,1992.0,1.0,3.0,1,34.0,46000,1,0,high
"Бишкек, Цирк/Дворец бракосочетания, Баетова 74/Тыныстанова",42.8828,74.6107,кирпичный,2022.0,5.0,7.0,2,66.0,99000,0,0,mid
"Бишкек, Магистраль/Манас",42.8235,74.5859,кирпичный,2024.0,11.0,14.0,2,100.0,151000,0,1,low
"Бишкек, Золотой квадрат, Боконбаева 115/Раззакова",42.8675,74.6026,монолитный,2020.0,8.0,12.0,3,130.0,360000,0,0,low
"Бишкек, Магистраль, Сухэ Батора/Токомбаева",42.8213,74.6168,кирпичный,2022.0,2.0,14.0,2,88.0,153052,0,0,low
"Бишкек, Арча-Бешик ж/м,  ул. Баха / Южная Магистраль",42.8291,74.5656,монолитный,2025.0,11.0,14.0,1,59.0,83000,0,1,low
"Бишкек, Горького - Алма-Атинская,  ул. 7-Апреля, 155в/ул. Горького",42.8595,74.6403,монолитный,2025.0,1.0,9.0,3,83.0,80454,0,1,low
"Бишкек, Чуй - Алматинка, Курманжан Датка, 53",42.878,74.6384,кирпичный,2022.0,4.0,9.0,2,79.0,110000,0,0,mid
"Бишкек, Нижний Токольдош,  ул. Кийизбаева 32",42.8697,74.6293,монолитный,2025.0,12.0,13.0,1,47.0,57500,0,1,low
"Бишкек, VEFA",42.8575,74.6127,кирпичный,2022.0,4.0,5.0,2,44.0,71500,0,0,mid
"Бишкек, Московская - Белинка, Турусбекова/Боконбаева",42.8682,74.5845,монолитный,2019.0,14.0,15.0,1,62.0,110000,0,0,low
"Бишкек, Дворец спорта, Рыскулова/Коенкозова",42.8791,74.5937,монолитный,2019.0,9.0,12.0,3,100.0,180000,0,0,low
"Бишкек, Дворец спорта, Жибек Жолу 372",42.8835,74.5935,монолитный,2019.0,5.0,12.0,2,48.0,73000,0,0,low
"Бишкек, Магистраль",42.8172,74.6049,кирпичный,2022.0,12.0,13.0,2,85.0,95000,0,0,low
"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",42.8171,74.6059,монолитный,2022.0,9.0,14.0,3,80.0,169000,0,0,low
"Бишкек, VEFA, Жукеева-Пудовкина/Горького",42.8548,74.6162,кирпичный,2020.0,3.0,4.0,4,130.0,225000,0,0,low
"Бишкек, Магистраль, Токомбаева-Сухэ-батора",42.8191,74.6129,монолитный,2024.0,4.0,18.0,3,124.0,184760,0,1,low
"Бишкек, Магистраль, Сухэ Батора",42.8219,74.6172,монолитный,2022.0,11.0,14.0,2,78.0,91500,0,1,low
"Бишкек, Магистраль, Байтик Баатыра/Южная Магистраль",42.8224,74.611,монолитный,2022.0,10.0,14.0,2,80.0,143000,0,1,low
"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",42.8113,74.6221,монолитный,2023.0,4.0,10.0,2,49.0,87000,0,0,low
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,монолитный,2022.0,12.0,14.0,3,102.17,76000,0,1,low
