address,lat,lon,offer_type,series,building_material,build_year,floor,total_floors,rooms,area_total,area_living,condition,usd_price
"Бишкек, Кызыл-Аскер ж/м, Кызыл-Аскер, ул. Абдраева 198",42.8722,74.5318,от агента,элитка,кирпичный,2023.0,1.0,7.0,1,40.0,,хорошее,51000
"Бишкек, 9 м-н",42.835,74.6055,от агента,105 серия,панельный,,4.0,4.0,1,35.0,,хорошее,60500
"Бишкек, 1000 мелочей",42.8757,74.6215,от агента,индивид. планировка,кирпичный,1981.0,5.0,9.0,4,136.0,,евроремонт,260000
"Бишкек, АЮ Grand,  ул. Анкара 1/31",42.8563,74.6886,от агента,элитка,монолитный,2024.0,9.0,14.0,3,92.11,,под самоотделку (псо),96716
"Бишкек, Магистраль, Магистраль/Сухэ Батора",42.8228,74.6152,от агента,элитка,монолитный,2022.0,9.0,16.0,3,101.0,,под самоотделку (псо),152000
"Бишкек, Горького - Алма-Атинская, Горького",42.8568,74.6308,от агента,элитка,монолитный,2024.0,8.0,14.0,1,52.0,,под самоотделку (псо),55000
"Бишкек, с. Кок-Джар, мкр. Кок Жар",42.8206,74.649,от агента,элитка,монолитный,2023.0,8.0,14.0,2,52.0,,евроремонт,74000
"Бишкек, Магистраль, Байтик-Баатыра 46Б/3/А. Токомбаева",42.8194,74.6035,от агента,элитка,монолитный,2025.0,3.0,16.0,4,154.0,74.0,под самоотделку (псо),215000
"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",42.818,74.6088,от агента,элитка,монолитный,2024.0,2.0,15.0,1,46.0,,под самоотделку (псо),54500
"Бишкек, Гагарина, Тимура Фрунзе/Гагарина",42.8535,74.5313,от собственника,105 серия,панельный,1982.0,5.0,5.0,3,79.7,61.0,евроремонт,85000
"Бишкек, Магистраль, Токомбаева 29",42.8226,74.6122,от агента,элитка,монолитный,2020.0,8.0,8.0,3,107.0,,под самоотделку (псо),155150
"Бишкек, Кулатова- Матросова, Льва Толстого 6К/Матросова",42.8632,74.6203,от агента,элитка,монолитный,2025.0,15.0,15.0,2,77.0,,под самоотделку (псо),80850
"Бишкек, 9 м-н",42.8372,74.6039,от агента,элитка,кирпичный,,5.0,5.0,3,139.0,,хорошее,152000
"Бишкек, Кок-Жар м-н",42.8515,74.6302,от собственника,индивид. планировка,кирпичный,1998.0,7.0,7.0,4,125.0,87.0,евроремонт,195000
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8161,74.6228,от агента,элитка,монолитный,2022.0,7.0,12.0,2,55.0,,евроремонт,97000
"Бишкек, Джал-23 м-н (Нижний Джал)",42.8426,74.5668,от агента,105 серия,панельный,,2.0,9.0,2,55.0,,хорошее,81000
"Бишкек, Кара-Жыгач ж/м 41",42.8593,74.654,от собственника,элитка,кирпичный,2024.0,5.0,5.0,2,48.0,48.0,евроремонт,75000
"Бишкек, Вечерка, Усенбаева, 3",42.8643,74.6136,от агента,106 серия,панельный,1989.0,7.0,9.0,1,44.0,18.0,,69000
"Бишкек, Джальская больница",42.8437,74.5769,от агента,элитка,кирпичный,,9.0,10.0,3,87.0,,евроремонт,140000
"Бишкек, Молодая Гвардия, Жоомарта Боконбаева 233/Калыка Акиева",42.8686,74.5766,от агента,элитка,монолитный,2014.0,4.0,12.0,1,63.0,24.4,евроремонт,99000
"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",42.8451,74.5654,от собственника,элитка,монолитный,2023.0,9.0,14.0,1,42.0,,евроремонт,67000
"Бишкек, Магистраль, Масалиева 97/1/Манаса",42.8301,74.5841,от агента,элитка,кирпичный,2010.0,9.0,10.0,5,195.0,,евроремонт,240000
"Бишкек, Чокана Валиханова - Исакеева, Исакеева/Виноградная",42.8612,74.6673,от агента,элитка,монолитный,2022.0,10.0,10.0,2,52.0,,евроремонт,85000
"Бишкек, 10 м-н, 10-й микрорайон, 2",42.8301,74.6066,от агента,104 серия,панельный,1980.0,4.0,4.0,2,43.0,28.0,,74000
"Бишкек, Магистраль, Малдыбаева 279",42.8248,74.5976,от собственника,элитка,монолитный,2022.0,6.0,13.0,3,134.0,,евроремонт,285000
"Бишкек, Вечерка, Абдрахманова/Туголбай -Ата",42.8647,74.6118,от агента,элитка,монолитный,2019.0,6.0,12.0,3,108.0,,евроремонт,170000
"Бишкек, Восток-5 м-н",42.8733,74.6352,от агента,105 серия улучшенная,панельный,,4.0,5.0,3,62.0,,хорошее,84000
"Бишкек, Физкультурный, Суванбердиева, 110",42.8475,74.6138,от агента,индивид. планировка,монолитный,2023.0,6.0,12.0,1,41.0,19.37,,69900
"Бишкек, Пишпек ж/м, Льва Толстого 148/Криваносова",42.8641,74.5465,от агента,индивид. планировка,кирпичный,1999.0,5.0,6.0,3,84.0,,хорошее,87000
"Бишкек, Горького - Алма-Атинская, Анкара 3/4",42.8564,74.6424,от агента,108 серия,панельный,2025.0,7.0,10.0,1,53.0,,под самоотделку (псо),59990
"Бишкек, Учкун м-н",42.8712,74.6934,от агента,105 серия,панельный,1990.0,1.0,9.0,1,34.0,,среднее,52500
"Бишкек, Шлагбаум",42.8753,74.5597,от агента,105 серия,панельный,,1.0,3.0,1,34.0,,хорошее,46000
"Бишкек, Цирк/Дворец бракосочетания, Баетова 74/Тыныстанова",42.8828,74.6107,от агента,индивид. планировка,кирпичный,,5.0,7.0,2,66.0,35.0,евроремонт,99000
"Бишкек, Магистраль/Манас",42.8235,74.5859,от агента,элитка,кирпичный,2024.0,11.0,14.0,2,100.0,,под самоотделку (псо),151000
"Бишкек, Золотой квадрат, Боконбаева 115/Раззакова",42.8675,74.6026,от агента,элитка,монолитный,2020.0,8.0,12.0,3,130.0,,евроремонт,360000
"Бишкек, Магистраль, Сухэ Батора/Токомбаева",42.8213,74.6168,от агента,элитка,кирпичный,,2.0,14.0,2,88.0,,евроремонт,153052
"Бишкек, Арча-Бешик ж/м,  ул. Баха / Южная Магистраль",42.8291,74.5656,от агента,элитка,монолитный,2025.0,11.0,14.0,1,59.0,,под самоотделку (псо),83000
"Бишкек, Горького - Алма-Атинская,  ул. 7-Апреля, 155в/ул. Горького",42.8595,74.6403,от агента,элитка,монолитный,2025.0,1.0,9.0,3,83.0,83.0,под самоотделку (псо),80454
"Бишкек, Чуй - Алматинка, Курманжан Датка, 53",42.878,74.6384,от агента,индивид. планировка,кирпичный,2022.0,4.0,9.0,2,79.0,37.0,,110000
"Бишкек, Нижний Токольдош,  ул. Кийизбаева 32",42.8697,74.6293,от собственника,элитка,монолитный,2025.0,12.0,13.0,1,47.0,,под самоотделку (псо),57500
"Бишкек, VEFA",42.8575,74.6127,от агента,индивид. планировка,кирпичный,,4.0,5.0,2,44.0,,хорошее,71500
"Бишкек, Московская - Белинка, Турусбекова/Боконбаева",42.8682,74.5845,от агента,элитка,монолитный,2019.0,14.0,15.0,1,62.0,,евроремонт,110000
"Бишкек, Дворец спорта, Рыскулова/Коенкозова",42.8791,74.5937,от агента,элитка,монолитный,2019.0,9.0,12.0,3,100.0,,евроремонт,180000
"Бишкек, Дворец спорта, Жибек Жолу 372",42.8835,74.5935,от агента,элитка,монолитный,2019.0,5.0,12.0,2,48.0,,хорошее,73000
"Бишкек, Магистраль",42.8172,74.6049,от агента,элитка,кирпичный,,12.0,13.0,2,85.0,,евроремонт,95000
"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",42.8171,74.6059,от собственника,элитка,монолитный,2022.0,9.0,14.0,3,80.0,80.0,евроремонт,169000
"Бишкек, VEFA, Жукеева-Пудовкина/Горького",42.8548,74.6162,от агента,элитка,кирпичный,2020.0,3.0,4.0,4,130.0,,евроремонт,225000
"Бишкек, Магистраль, Токомбаева-Сухэ-батора",42.8191,74.6129,от агента,элитка,монолитный,2024.0,4.0,18.0,3,124.0,,под самоотделку (псо),184760
"Бишкек, Магистраль, Сухэ Батора",42.8219,74.6172,от агента,элитка,монолитный,2022.0,11.0,14.0,2,78.0,,под самоотделку (псо),91500
"Бишкек, Магистраль, Байтик Баатыра/Южная Магистраль",42.8224,74.611,от агента,элитка,монолитный,2022.0,10.0,14.0,2,80.0,,под самоотделку (псо),143000
"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",42.8113,74.6221,от собственника,элитка,монолитный,2023.0,4.0,10.0,2,49.0,,евроремонт,87000
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,от агента,элитка,монолитный,2022.0,12.0,14.0,3,102.17,,под самоотделку (псо),76000
"Бишкек, 9 м-н",42.8379,74.6015,от агента,104 серия,кирпичный,,3.0,4.0,2,44.0,,хорошее,77500
"Бишкек, с. Кок-Джар",42.8143,74.6466,от агента,элитка,кирпичный,2025.0,8.0,9.0,1,48.0,,евроремонт,61500
"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",42.818,74.6088,от агента,элитка,монолитный,2024.0,8.0,16.0,1,45.0,,под самоотделку (псо),60500
"Бишкек, ЦУМ",42.8744,74.6097,от агента,элитка,кирпичный,,8.0,19.0,3,105.0,,евроремонт,275000
"Бишкек, Карпинка, Ахматбека Суюмбаева, 16",42.8721,74.6234,от агента,106 серия,панельный,1983.0,4.0,9.0,3,61.0,39.5,,116500
"Бишкек, Кулатова- Матросова, Матросова, 1а ст2/Льва Толстого",42.8628,74.6199,от собственника,элитка,монолитный,2021.0,9.0,14.0,2,67.0,58.0,евроремонт,100000
"Бишкек, с. Кок-Джар, Алма-Атинская/Южная магистраль",42.8151,74.6478,от агента,106 серия,панельный,2016.0,9.0,9.0,2,67.0,,евроремонт,86000
